model,sample_id,text,ground_truth,input_values,prediction,prompt_sent,response
microsoft/phi-4-multimodal-instruct,sample_001,0.6498,0.6498,0.6498,0.38,"[{""role"": ""system"", ""content"": ""You are a lines length ratio estimator.""}, {""role"": ""user"", ""content"": ""\nYou are given a text-based representation of two lines.\n\n| ------------- ----------               |\n|--------=---~---------------------------| \n\nEstimate the ratio of the shorter line to the longer line as a decimal number between 0 and 1.\n\nDo not explain or reason. Only output the final answer as a decimal number between 0 and 1:\n\nFinal Answer:\n""}]",0.38
microsoft/phi-4-multimodal-instruct,sample_002,0.8803,0.8803,0.8803,0.44,"[{""role"": ""system"", ""content"": ""You are a lines length ratio estimator.""}, {""role"": ""user"", ""content"": ""\nYou are given a text-based representation of two lines.\n\n| ------------- ----------               |\n|--------=---~---------------------------| \n\nEstimate the ratio of the shorter line to the longer line as a decimal number between 0 and 1.\n\nDo not explain or reason. Only output the final answer as a decimal number between 0 and 1:\n\nFinal Answer:\n""}, {""role"": ""assistant"", ""content"": ""0.38""}, {""role"": ""user"", ""content"": ""\nYou are given a text-based representation of two lines.\n\n|--- ---------------------.---------     |\n|------------------------------ --- -----| \n\nEstimate the ratio of the shorter line to the longer line as a decimal number between 0 and 1.\n\nDo not explain or reason. Only output the final answer as a decimal number between 0 and 1:\n\nFinal Answer:\n""}]",0.44
microsoft/phi-4-multimodal-instruct,sample_003,0.7928,0.7928,0.7928,0.55,"[{""role"": ""system"", ""content"": ""You are a lines length ratio estimator.""}, {""role"": ""user"", ""content"": ""\nYou are given a text-based representation of two lines.\n\n| ------------- ----------               |\n|--------=---~---------------------------| \n\nEstimate the ratio of the shorter line to the longer line as a decimal number between 0 and 1.\n\nDo not explain or reason. Only output the final answer as a decimal number between 0 and 1:\n\nFinal Answer:\n""}, {""role"": ""assistant"", ""content"": ""0.38""}, {""role"": ""user"", ""content"": ""\nYou are given a text-based representation of two lines.\n\n|--- ---------------------.---------     |\n|------------------------------ --- -----| \n\nEstimate the ratio of the shorter line to the longer line as a decimal number between 0 and 1.\n\nDo not explain or reason. Only output the final answer as a decimal number between 0 and 1:\n\nFinal Answer:\n""}, {""role"": ""assistant"", ""content"": ""0.44""}, {""role"": ""user"", ""content"": ""\nYou are given a text-based representation of two lines.\n\n|~----------------------------~-         |\n|.--- -----------------------------------| \n\nEstimate the ratio of the shorter line to the longer line as a decimal number between 0 and 1.\n\nDo not explain or reason. Only output the final answer as a decimal number between 0 and 1:\n\nFinal Answer:\n""}]",0.55
microsoft/phi-4-multimodal-instruct,sample_004,0.7395,0.7395,0.7395,0.55,"[{""role"": ""system"", ""content"": ""You are a lines length ratio estimator.""}, {""role"": ""user"", ""content"": ""\nYou are given a text-based representation of two lines.\n\n|-=----------------------=----           |\n|---~--------~---------------------------| \n\nEstimate the ratio of the shorter line to the longer line as a decimal number between 0 and 1.\n\nDo not explain or reason. Only output the final answer as a decimal number between 0 and 1:\n\nFinal Answer:\n""}]",0.55
microsoft/phi-4-multimodal-instruct,sample_005,0.5624,0.5624,0.5624,0.6,"[{""role"": ""system"", ""content"": ""You are a lines length ratio estimator.""}, {""role"": ""user"", ""content"": ""\nYou are given a text-based representation of two lines.\n\n|-=----------------------=----           |\n|---~--------~---------------------------| \n\nEstimate the ratio of the shorter line to the longer line as a decimal number between 0 and 1.\n\nDo not explain or reason. Only output the final answer as a decimal number between 0 and 1:\n\nFinal Answer:\n""}, {""role"": ""assistant"", ""content"": ""0.55""}, {""role"": ""user"", ""content"": ""\nYou are given a text-based representation of two lines.\n\n|-- ---------~---------                  |\n|--- -----------------------------.------| \n\nEstimate the ratio of the shorter line to the longer line as a decimal number between 0 and 1.\n\nDo not explain or reason. Only output the final answer as a decimal number between 0 and 1:\n\nFinal Answer:\n""}]",0.6
microsoft/phi-4-multimodal-instruct,sample_006,0.5624,0.5624,0.5624,0.58,"[{""role"": ""system"", ""content"": ""You are a lines length ratio estimator.""}, {""role"": ""user"", ""content"": ""\nYou are given a text-based representation of two lines.\n\n|-=----------------------=----           |\n|---~--------~---------------------------| \n\nEstimate the ratio of the shorter line to the longer line as a decimal number between 0 and 1.\n\nDo not explain or reason. Only output the final answer as a decimal number between 0 and 1:\n\nFinal Answer:\n""}, {""role"": ""assistant"", ""content"": ""0.55""}, {""role"": ""user"", ""content"": ""\nYou are given a text-based representation of two lines.\n\n|-- ---------~---------                  |\n|--- -----------------------------.------| \n\nEstimate the ratio of the shorter line to the longer line as a decimal number between 0 and 1.\n\nDo not explain or reason. Only output the final answer as a decimal number between 0 and 1:\n\nFinal Answer:\n""}, {""role"": ""assistant"", ""content"": ""0.6""}, {""role"": ""user"", ""content"": ""\nYou are given a text-based representation of two lines.\n\n|---------- ---------=-                  |\n|-- -------------------------------- ----| \n\nEstimate the ratio of the shorter line to the longer line as a decimal number between 0 and 1.\n\nDo not explain or reason. Only output the final answer as a decimal number between 0 and 1:\n\nFinal Answer:\n""}]",0.58
microsoft/phi-4-multimodal-instruct,sample_007,0.5232,0.5232,0.5232,0.68,"[{""role"": ""system"", ""content"": ""You are a lines length ratio estimator.""}, {""role"": ""user"", ""content"": ""\nYou are given a text-based representation of two lines.\n\n|------~----------- -                    |\n|--------.---.---------------------------| \n\nEstimate the ratio of the shorter line to the longer line as a decimal number between 0 and 1.\n\nDo not explain or reason. Only output the final answer as a decimal number between 0 and 1:\n\nFinal Answer:\n""}]",0.68
microsoft/phi-4-multimodal-instruct,sample_008,0.8465,0.8465,0.8465,0.62,"[{""role"": ""system"", ""content"": ""You are a lines length ratio estimator.""}, {""role"": ""user"", ""content"": ""\nYou are given a text-based representation of two lines.\n\n|------~----------- -                    |\n|--------.---.---------------------------| \n\nEstimate the ratio of the shorter line to the longer line as a decimal number between 0 and 1.\n\nDo not explain or reason. Only output the final answer as a decimal number between 0 and 1:\n\nFinal Answer:\n""}, {""role"": ""assistant"", ""content"": ""0.68""}, {""role"": ""user"", ""content"": ""\nYou are given a text-based representation of two lines.\n\n|----------- -------=-------------       |\n|---------.--- --------------------------| \n\nEstimate the ratio of the shorter line to the longer line as a decimal number between 0 and 1.\n\nDo not explain or reason. Only output the final answer as a decimal number between 0 and 1:\n\nFinal Answer:\n""}]",0.62
microsoft/phi-4-multimodal-instruct,sample_009,0.7404,0.7404,0.7404,0.66,"[{""role"": ""system"", ""content"": ""You are a lines length ratio estimator.""}, {""role"": ""user"", ""content"": ""\nYou are given a text-based representation of two lines.\n\n|------~----------- -                    |\n|--------.---.---------------------------| \n\nEstimate the ratio of the shorter line to the longer line as a decimal number between 0 and 1.\n\nDo not explain or reason. Only output the final answer as a decimal number between 0 and 1:\n\nFinal Answer:\n""}, {""role"": ""assistant"", ""content"": ""0.68""}, {""role"": ""user"", ""content"": ""\nYou are given a text-based representation of two lines.\n\n|----------- -------=-------------       |\n|---------.--- --------------------------| \n\nEstimate the ratio of the shorter line to the longer line as a decimal number between 0 and 1.\n\nDo not explain or reason. Only output the final answer as a decimal number between 0 and 1:\n\nFinal Answer:\n""}, {""role"": ""assistant"", ""content"": ""0.62""}, {""role"": ""user"", ""content"": ""\nYou are given a text-based representation of two lines.\n\n|--=-------=------------------           |\n|--------------------------- ------------| \n\nEstimate the ratio of the shorter line to the longer line as a decimal number between 0 and 1.\n\nDo not explain or reason. Only output the final answer as a decimal number between 0 and 1:\n\nFinal Answer:\n""}]",0.66
microsoft/phi-4-multimodal-instruct,sample_010,0.7832,0.7832,0.7832,0.56,"[{""role"": ""system"", ""content"": ""You are a lines length ratio estimator.""}, {""role"": ""user"", ""content"": ""\nYou are given a text-based representation of two lines.\n\n|---------=-----------------~---         |\n|------=------=--------------------------| \n\nEstimate the ratio of the shorter line to the longer line as a decimal number between 0 and 1.\n\nDo not explain or reason. Only output the final answer as a decimal number between 0 and 1:\n\nFinal Answer:\n""}]",0.56
